Comment,Sentiment_negative,Sentiment_neutral,Sentiment_positive
this is terrifying imagine getting reported and registered as a predator because an algorithm from some big tech company has decided that something like this or maybe even family pictures from the beach are cp,True,False,False
throwbacks for days thanks sick mix,False,False,True
im currently in my second year and im taking both c and java great video btw ,False,False,True
very well explained very good video for beginners i highly recommend thank you so much for explaining in detail the pace is absolutely perfect,False,False,True
make sure to enter the metacent 10000 giveaway,False,True,False
soup messing with british people is top tier content ,False,True,False
human trafficking and sex slavery it still going on but not where i live at,True,False,False
technically ramp buggy isnt suppose to be used as an offroad vehicle it is a street vehicle thats classified as offroad because its pretty much a buggy with a ramp on its hood to windshield,True,False,False
so in a nutshell never be honest tell the interviewer what they want to hear put on a charade got it,True,False,False
i like that bruce is trying to teach her that even though she may plan on just going back to a regular lawyer the fact that she is a hulk like him will bring challenge or trouble no matter what so the least he can do is train her to control her strength n ways where its effective n can possibly avoid the collateral damage he has always brought as a raging out of control hulk,False,True,False
apa cara terbaik untuk menghasilkan uang dari perdagangan kripto,False,True,False
you know youll have a good day when my man subtrist uploads another banger,False,False,True
as an educator working in the last stop inner city pittsburgh high school there arent words to express my appreciation for this interview we are using herbs chakras crystals energy food and entrepreneurship and its dope af to hear all it in this interview cause its been tough nle choppa just lept to the top of my list and i didnt know who we was before today that song bryson that there we need more young folks like this the divine awakening after shedding the armor of darkness that served so well in the development of the strength necessary in these times the gods on earth awaken,False,False,True
daisy dont say hi to lorelei i owe her money pov character goes to lorelei first and gives her a paper that says daisy and nothing else damn we savage,True,False,False
it would be interesting to see how stockfish would win the game as white especially white was up material but finding moves was the hard part,False,True,False
if i were jimmy i wouldnt be able to bring myself to give money to a cheater,True,False,False
welcome to garrys mod where all the kids are admin and brain dead to understand the basic rule of being an admin and ruin the game for others,True,False,False
you hit a soft spot with ronin i think that movie is a masterpiece that went largely unnoticed the acting the dense subtext the camera angles the story progresses while revealing nothing awesome,False,False,True
this needs to be on spotify ,False,False,True
to amando muito ,False,False,True
not only on the wrong track but off the rails chuck,True,False,False
my guess for the order of the event 1 new tv shows 2 update to the budget ipad 3 apple watch s8 4 iphone 14 regular 5 iphone 14 pro,False,True,False
bybit 4000 bonus global binance 600 bonus nonusa mexc 4000 bonus usaglobal moneyzg crypto course scammers are in the comments i will never contact you,True,False,False
one of the best thing about this dude is that he never takes credit of his own accomplishments he always respects his audience and his teams and he is polite in all of his videos we congratulate ourselves on our accomplishments this video is so amazing,False,False,True
thanks for the videonow i realise why education is so importanti have read and studied about abraham maslow but yet i cnt figure it out myself not until now,False,False,True
30meters per hour jezus i might just walk ps please include rough prices,False,True,False
you can call me bethany if this makes you more comfortable such a deadpool thing to say,False,True,False
we must continue to speak out against unqualified candidates like dr oz herschel adam laxalt and several az candidates,False,True,False
as someone who just graduated with an english and women and gender studies degree this is just what i needed you have no idea how much i miss this kind of conversation and love for books im lucky enough that all my friends are equally as nerdy about our love for literature but theres something about classes and passionate professors that i is hard to replicate enjoy it while you can,False,False,True
in ww2 when the americans liberated the concentration camp saintcyprien located in france the american troops wanted to feed the newly freed camp prisoners because they have been starving without knowing what would happen if they would feed them heavy food literally seconds after liberating them the soldiers thinking it was the right thing started giving the prisoners apples sandwiches and even chocolates leading to a lot of prisoners dying after that incident the science team gave out an order to not feed the prisoners in the camps and to let the medical staff feed them first it was mostly a slow input of light soup,True,False,False
time stamps 000 intro 141 tactical 316 obama 344 echo 404 coffee 652 popsicle 747 bagel 818 bagel again 840 sonic 1205 purple 1522 cupcake 1644 chocolate 1704 coconut 1913 outro,False,True,False
this is terrifying a couple days ago i was just talking to my friend who went to a music festival where the security didnt even check bags she was kinda scared how an event like that could easily be the target of mass shooting,True,False,False
thank you sososososo much for this video my school is crap and doesnt teach us these things but i want to be able to analyze books and ive sort of been trying to but videos like these are always a good reminder thank you,False,False,True
as somebody who despises my little pony i approve of this video,True,False,False
let us know your tech queries using askgcntech ,False,True,False
if its a dangerous threat to americans and a bad deal you can be sure biden will agree to it,True,False,False
im just shocked and saddened that theyve ignored the most significant vacuum cleaner advance the retractable cord,True,False,False
note to everyone if the tables is stuck at fetching just restart the mysql application and it should fix the infinite queuing,False,True,False
its august 2022 lets see how many legend and fans are stills listening to this masterpiece,False,False,True
121 is like art they are made of metal in prague there are several of them on the ground and on one tower and they are very popular and also they have very creepy faces like as if someone had gone out there square,False,True,False
people fail because of lack of effort or lack of patience there is much more than that and now when im doing videos on youtube i totally understand why people quit its really challenging and sometimes you have no motivation to continue anyway great video,True,False,False
thank you for the lack of basketball highlights,True,False,False
one of my friends gave up on monster hunter rise because he got overwhelmed by all the mechanics you can interact while having pretty much 0 tutorials especially how weapons work and which are their movesets as a veteran i really no longer think about that but it reminded me how not having gradual introductions to the main mechanics of a game can turn many potential players away,True,False,False
he lost me at it makes us look like extremist democrats why the hell can these people not respond to a direct question about their behavior without trying to deflect to democratsi agree with ms claire what is he talking about if a democrat was doing what trump was doing what would he say and do take some bloody responsibility,True,False,False
thank you so much im 23 years old and finally binary system makes sense to me so pleased feels like learning a new language in 10 minutes,False,False,True
mitochondria is the powerhouse of the cell,False,True,False
im loving the cyberspace stages and story so far nice to see another island in this trailer too cant wait to get this at christmas maybe itll be one of the few games ive 100d,False,False,True
i took a course in college called the bible as literature it analyzed the bible not so much as being a gospel but as being a text and considering some of the incentives and bases for as much of the propositions that were contained in this script it was a pretty interesting class one of the few i still remember from my undergrad days,False,False,True
linus this is not a table also linus lets use this as a chair,False,True,False
when you dont cut out background noises but use them as your advantage is the way of a true asmrtist,True,False,False
oh my god finally a booktuber who talks about the kinds of books that i like nothing wrong with ya or fantasy i just dont like it but it feels like its the vast majority of the online book community can anyone recommend me more booktube accounts like this one,False,True,False
beautiful finally a new sonic game that does justice for the original series the first showcase was strange but this one is definitely better compared to the old one,False,False,True
we brought you into this world nope my mother did and i respect her for this but i refuse to respect someone based on their gender or race or anything else other than your behaviour and character,True,False,False
this game should work 140 better based on graphics showcase devs nowadays are a joke with optimisations lol,False,False,True
my teacher hates this song,True,False,False
me mastering that cooking game in hours also me still sucking to cook in real life,True,False,False
big corporate management interview coming up tomorrow and this was so helpful as someone who has a bit of mileage i had an idea of the direction i wanted to go but this really solidified and guided me this was amazing and so are you thank you thank you ,False,False,True
the nes snes and n64 had no builtin startup but most official nintendo games would add those in if you inserted a cartridge the spinning n that made the n64 famous would differ between games for example and was sometimes differently and even wrongly colored furthermore the gb and gbc also had a startup that you didnt inlcude and the dsi system had a different startup from the original lastly the gamecube had a 3rd startup version where the soundbites would change to japanese chanting and shamisens but it would only fire if you pressed the zbutton on 4 connected controllers at the same time,False,True,False
this is the collab we always wanted,False,False,True
i needed to hear this as im about to tackle some of thomas pynchons books please id love if you posted videos more regularly your content is amazing also could you maybe do a video talking about your experience reading in other languages because it can be frustrating to be facing a lot of unknown words and having to stop the rhythm of your reading i bet you have a lot of things to say about the subject thanks,False,False,True
they used to kind of have a can i trust this feature it was called the dislike count not that this ever stopped 5minute crafts,False,True,False
seeing the 1911 menu of the titanic and learning about the chefs gives us a little glimpse into such a significant historical moment thank you neil and of course the rest of the video is amazing looking forward to watching your segment tomorrow,False,False,True
could you please do some more live videos in the future also i appreciate that petunia worked hard to draw 41 minutes of pictures and animations to help us students study for tests,False,False,True
where is the fun,True,False,False
when i was a kid back in 76 my teachers took away my cassette recorder they never gave it back the song i played was this one,True,False,False
254 that party would be over already before you could even melt the candy ,True,False,False
an engineer a physicist and a mathematician traveling in wales for the first time notice a black sheep engineer oh sheep in wales are black physicist oh there exists black sheep in wales mathematician oh there exists at least one sheep in wales and at least one side of it is black,False,True,False
which game are you most excited for this month september or even october what games are you hoping to see announced,False,False,True
supply in housing is a metric to look at we are nationally 300 below where we need to be you may be correct we are in a housing bubble but the supply is severely limited right now thank you for your content ,False,True,False
tldr shes not a game developer shes a salesbusiness analystprogram manager this video didnt really help me but others might find your mechanism useful if they are interested in considering job requirements to your skill set framework which to me seems obvious but nothing wrong with that,False,True,False
i love how preston is for kids but has adult jokes in it,False,False,True
fantastic still apt 710 years after kudos to massey university for the loaded package and to dr lilia for a smooth presentation,False,False,True
so basically the kid took the scooter then traded it to his friend ryan then these other kids took it from ryan and gave it back to you but then he changed his story every 5 seconds,False,True,False
to absorb what one reads its crucial to master concentration when i started reading in my early youth my mind would wander before finishing a page over time my concentration improved to a point where i could read dozens of pages without losing my train of thought activities like chess reading and meditation are effective in improving concentration i know a buddhist monk who can clear his mind for long periods even when in a noisy environment its a skill that he developed over time with practice and discipline its literally rewired his brain schools fail miserably in teaching our youth in the art of self learning,False,False,True
50 is one of the few who has truly studied the industry for years and is now reaping what he has sown every time he interviews he drops jewels  hate him or love him but you gotta respect him,False,False,True
cubehead is not just a person or a channel its an emotion,False,True,False
interesting film but the musical interruptions completely ruin it,True,False,False
im huge xbox fan but honestly there has been barely anything outside 3rd party mostly been playing old games but next 2 years from this point has huge potential i want to see avowed already my most anticipated xbox game also forza motorsport will be first next gen experience on xbox i belive,False,False,True
spent the first seven years of my career teaching florencia 13 gangbangers in huntington park ca they were middle schoolers and spent the better part of the day trying to keep their pants up but as tough as they wanted you to believe they were most of them were just babies trying to fit in then i moved to a high school and stayed in touch with two who went in different directions one is now a highway patrol officer the other was murdered by his cousin at the direction of a rival gang to this day i feel more affection than fear for these lost souls,True,False,False
one of my classmates from college was a former software developer he managed to break into the field without a cs degree but the company he worked for had to downsize they decided to lay off all employees who didnt have a 4year degree its an anecdotal example but having a degree in cs or a related field is a good investment for increased job security within such a volatile field of work,False,False,True
051 how did you hear about this job 106 what do you know about our company so far 139 tell me about yourself 212 what determined you to make such a bold career shift 332 how long have you been working for soft solutions 340 why do you want to leave that job 355 what exactly made you apply for this job at our company 410 what are your strengths 433 can you provide an example of how you acted as a team player 500 what would you do if you didnt get on with someone on your team 514 what are your weaknesses 529 where do you see yourself in 5 years 554 do you work well under pressure 621 can you tell me about a recent accomplishment or success you had,False,True,False
he may be hitmaka now but hes still yung berg to us oldheads lol,False,True,False
just forget about the evidence this is how he started the statement,False,True,False
hes telling such a sad story in afterhours he had his face demolished he comes back like look at me girl i fixed myself up take me back but its a tragedy cause no matter how much he fixes his face his image hell still be the same villain hes always been still causing trouble the same villain who broke her heart,True,False,False
033 this is what literally every hockey team does when a player breaks a stick the only difference here is that he scored right after,False,True,False
went through all of these during my first year at university i know it may seem complicated here or really difficult but it honestly isnt if you want to study cs or computer engineering or something like this dont let this keep you from doing that dont be afraid by thinking its going to be too difficult or whatever i promise its not,False,True,False
ich bin noch unentschlossen entweder das iphone 14 max oder das pro max werde die keynote abwarten ,False,True,False
i will forever and ever love rihanna  this was my fav era but her art will always continue to shine in any time,False,False,True
everyone is intelligent but our grades made us idiots jabin baret 2021,True,False,False
i had so much fun filming this video i love the final product thank you wired,False,False,True
yes im starving yes im sleepy yes its my choice if i wanna sleep but im fasting dude,True,False,False
obsessed with this look your skin looks flawless ,False,False,True
snap,False,True,False
candy if you are experiencing vaginal bleeding after menopause it is not normal it could be a sign of among other things endometrialuterine or cervical cancer get to the doctor now it could also be a sign of less serious things like fibroids polyps hormonal imbalances,True,False,False
man i really wish we had more polite people like james,True,False,False
team jesus  comment down below if your on his winning team ,False,False,True
this woman is one of the few asmr tists who got exactly the concept and mastered the practice some asmrtists as fine as they are do not have the sensibility to sometimes avoid some triggers or noises that can actually bother the most sensitive listeners there are patterns of sounds which means some sounds will cause relaxation other sounds might bother one same person and many youtubers dont realize that these cannot be mixed me for an example hate very high pitched noises hate plastic and eating sounds latte could never have a disturbing plastic noise on her videos she just knows whats up,True,False,False
as a specialty coffee lover those cometeer pods are amazing if i didnt enjoy the long process it takes to brew a fresh cup of coffee id 100 buy them all the time,False,False,True
you know seeing chris with no hat is so weird ,True,False,False
better luck tomorrow is still one of my all time favorite films as an asianamerican i never understood the criticism that this film made us look bad that viewpoint was actually way worse and even racist in my opinion what we can only have roles as nerds straight a students martial artists dutiful sons and daughters etc this film portrayed more of my reality at that age than any other film ever did sure i wasnt dealing and stealing and whatnot i was in all advanced classes and band but i also ran track and played volleyball and had a cheerleader girlfriend and went to parties i felt seen by this film i may not have always agreed with ebert but i will always respect him for using his influence and voice in the industry to shoot down that nonsense at the time,False,True,False
summer in the uk the sun is a deadly lazer winter in the uk not anymore theres a blanket clouds,True,False,False
love this songits how the world is today at times ,False,False,True
jab baap se pala padta h tb bhagne k lia raste km pad jate,False,False,True
any drop in phone calls pixel 5 a12 was terrible when it came out for dropped calls,True,False,False
loved this movie and the actors ,False,False,True
this guy has had too many hits to his headamerica you are in trouble,True,False,False
when i was a kid in the early 90s you could still write a sloppy hand written 4 page letter with crayon drawings and send it to nintendo of america and they would immediately write you back answering every single question you had no matter how dumb it was and complementing your crappy drawings in detail i think my dad might still have some of their response letters in his desk those days are long gone,True,False,False
mario is pspacecomplete and factoring is in np cap bqp its a bit misleading to say that all that stands between crackers and your data is a mario level because breaking encryption is much easier than beating mario,False,True,False
as inflation soars and the economy slows be sure to thank your local liberal member of parliament or your local ndp member of parliament because inflation is the direct result of liberal federal government monetary policy with such policies shamelessly supported by the ndp,True,False,False
microtransactions are really soiling the gaming experience imo everything is quickly becoming a subscription,True,False,False
the dislikes are the teachers who just got outclassed,True,False,False
i love nature and this wild life video make me feel good when watching and learning about the survival of the wild animals badly i feel simpathicaly for an elephant tunkbut am grand its strong and still using itthank alot for the video ,False,False,True
i love the way he makes everything heroic as if its in an old tale at least everything after the stronghold,False,False,True
thank you banter fam always good good stuff,False,False,True
i cut off tip of my thumb and it regrew i was told it was because i retained nail bed which produces stem cells it was incredible process there was nothing to stitch shut no skin and couldnt reattach tip so they used a special material on it for a while removing that was horrifying but there isnt even any scar tissue and my finger print grew back too however the nerves didnt fair quite as well it has that asleep pins and needles feeling to it so i did physical therapy to get used to fine motor tasks and its pretty much normal now i wonder if animals new limbs have less sensitivity too though ,True,False,False
i have my test in an hour so far i know electrons are involved somehow,False,True,False
all the musk haters who said he was doing this for laughs are salty rn,True,False,False
no way did we get a ms marvel trailer before thor love and thunder,False,True,False
bro under 30k iqoo neo 6 is no 1 option,False,True,False
its actually 3 cubes proceeds to make a whole new dimension,False,True,False
that desk pc is now on my bucket list ,False,False,True
i wonder if this is only for market price or does it include limit buys,False,True,False
weirdly enough this is the trailer that sold me seems like an actual breath of fresh air looking at the mcu from a new angle and if that opening joke is any indication looks like a fun show im honestly excited now,False,False,True
he specified one box exclusives in the market those exclusives are necessary in order to get subscribers if all the services are the same there wont be no point in services its like with netflix and diseny exclusive content but that is allowed to come out on blue ray from disney but not on netflix same thing for services,False,True,False
yeah this dudes vids are amazing he needs more subs for the effort he puts in,False,False,True
this was really the best course i did learned alot and earned the certificate of completion as wellthank you so much great learning for this beautiful content and drabhinanda sarkar sir is the best is explaining thingsthank you very much greatlearning,False,False,True
so i do like this series but this confused me because he switched from one output should i buy pizza to another output is this a pizza or a taco is this a fundamental difference in what dl vs ml is able to do or that the first output doesnt require as many layers to become a neural network so therefore would always sit at a dl level sorry i think i need to do more study and come back to this video,False,True,False
andrew tate is like that uncle that thinks hes giving really good deep advice but in reality hes had a series of broken marriages his kids got taken into foster care and he refuses to believe hes got a drinking and gambling problem,True,False,False
why am i crying seeing this how much struggle has gone in to gain this independence,True,False,False
1 wrong move and its all gone,True,False,False
you dont need 6 minutes to tell why egg price is increasing,False,True,False
lost my sister to cancerthis was playing on the radio in the hospital and i cant listen to it without crying,True,False,False
go for it,False,False,True
as a developer on fiverr i think all 3 but especially the last 2 shouldve gotten paid way more this takes at least a couple hours to build even for an experienced developer and fiverr takes 20 of all your revenue thats not even half of minimum wage,False,True,False
we need to see what man can do to man children who were viewed as mentally deficient were wiped out by the nazi regime among others who didnt fit an aryan profile it happened then and can happen again so many atrocities still go on to this day,True,False,False
i have been a fan of dr kaku for decades his knack for breaking down complex subjects into easily understandable terms combined with a refreshing sense of humor makes dr kaku a natural teacher and a pleasure to listen to,False,False,True
hikarus video speaks for itself,False,True,False
personally i think you hit one key point the importance of domain experts with the socalled automation or new technology tools well likely see a shift to empower the domain experts and focus more on the business needs just because someones knows sql or do coding doesnt mean heshe can do data science or machine learning or more importantly to put out anything meaningful or even useful just like years ago people needed to rely heavily on someone who can do graphic design really well or who can use a handful of highskill tools say photoshop really well to even modify a picture or video these days even kids can snap a picture or video and publish to instagram or tiktok did the modern photo editing tools make graphic designer extinct no but it does mean that you need to be really good to be able to survive as a graphic designer i see the same future for data science field too maybe not tomorrow but the trend is coming for sure if you pay attention to some of the podcasts like me myself and ai most the guests chief data scientists or boss of ds departments arent really of these backgrounds but more business driven,False,True,False
props to microsoft they are truly killing it this generation hopefully sony will step up their game instead of slacking behind the entire time or even better drop their exclusives on pc day 1 with another subscription,False,False,True
this is genuinely one of the most loving things ive ever seen that was just righteous ,False,False,True
a viagem e a companhia dos meus sonhos,False,True,False
need a danny youtube his play style would be really fun to watch consistently,False,False,True
this song is a bitch the rhythm is hypnotic and the intro the intro amy in full flight the only white english singer to capture the essence of black music long live amy,False,True,False
actually underrated,True,False,False
i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,True,False,False
uuauu gongsam ja pode ter seu restaurante,False,True,False
excellent explanation i completely agree with your explanation of magic realism and also the idea that it is a post colonial resistance against eurocentrism but i think its scope is even bigger one aspect of magic realism is politically ideological that is the postcolonial stuff another aspect is challenging the constricted mentality created by strict adherence to materialisticscientific determinism this aspect is more philosophical and not just ethical like the ideological aspect but also epistemological or maybe even metaphysical ie it may draw our attention to fundamental questions about the nature of reality and the likes this is just my personal opinion,False,False,True
1997 legendary pokemon are elusive to find and even more difficult to catch usually only obtainable after finishing the main game nonstop rumours about dubious methods for how to obtain them underneath trucks etc 2022 vvvvrrroooommmmm,True,False,False
sorry for the 16 year old my child at 16 yrs could not be out partying at 12 midnight no way no how hate me now love me later,True,False,False
me remembering this months later xd its still gud,False,False,True
i love lookums accent,False,False,True
attention food wishers scam alert i have no other account names on youtube and do not offer any prizes or special deals unless the message is from this account its not me do not fall for scams by people using a similar name thank you,True,False,False
as soon as hyper realistic cakes came up my first thought was sideserf i love that you made sure to point out that she has problems with her videos being stolen and uncredited to spread the word to new audiences its why she uses the fluorescent green icing now i love watching all your content but it just mesmerises me when you bake 3,False,False,True
who did the pie chart and who put it as thumbnail,False,True,False
hi i love your videos keep up the good work,False,False,True
wow ,False,False,True
btc itu setau saya sudah kenyang dengan fud dan ketika ada fud dari nama besar karna mngkin dlu ga mempunyai btc di harga rendah yayaya bgtulah,False,True,False
i love how honest you guys are very brave to point this history out you guys really are the best,False,False,True
during this video my mind grasping one thing dont be lazy in learning,False,True,False
very sweet,False,False,True
does apple and most of the western and northern people realize how expensive all these apple iphone ect are lol and then every year a new model its ridiculous id rather buy food and spend extra cash flow on my kid or family and community its so so wasteful,True,False,False
itd be nice that even when digital takes over for games that they offer a buy from the manufacturer option where you could order a physical copy online and get it shipped from wherever they made the game because i fully expect digital merchandise to be abusedcapitalized in some way out of favor for the consumer,False,True,False
so glad youre covering this people need to quit wasting their money on this sauce its dangerous and i dont feel sorry for anyone who buys it weve been warned so many times now but with a big youtuber like you talking about it it helps get the word out not to mention we could start making our own,False,True,False
so did he hate it its strange that we didnt see him comment on it like he usually does,True,False,False
now a fetus teaching quantum mechanics please,False,True,False
does anybody wonder how long it takes for them to make the different maps on minecraft like the rainbow land,False,True,False
i had a tutor and a friend student that excelled in classes the tutor is doing well but my friend is now deceased beaten to death as a street person on drugs the tutor that helped me told me that the reason one goes to school is to learn to teach yourself if university does not teach you to teach yourself you have failed because if you cant teach yourself you can not teach others what you have learned i have this discipline in my agenda on full and have helped other students in the past,False,True,False
you should be able to toggle off and on quick resume for particular tiles there needs to be more tile control in general,False,True,False
no matter how tired i am when i come to lofi community the beats chill my soul and the comments warm my heart,False,False,True
213 that poor kid still being scared even tho the shark is dead,True,False,False
it would definitely revolutionize how science is taught in schools anyway whether it is the all in one thing that ties them together or not it could be incredibly useful as a learning tool,False,False,True
wonderful group of cars i would have a tough time choosing between the lotus gt4rs i thought the color combo on that ferrari was in poor taste it does not look good to my eyes,True,False,False
i hope everyone myself included does well on the test tomorrow good luck yall,False,False,True
technically ramp buggy isnt suppose to be used as an offroad vehicle it is a street vehicle thats classified as offroad because its pretty much a buggy with a ramp on its hood to windshield,True,False,False
i found a really fancy simple and inexpensive chair design you put down a slab on the ground a door on the back trap doors on the sides and of all things a sign post above the slab on the door now this works best with two different wood types but it still looks really cool warped for the sign and slab look best for me also does anyone else see spiders in the black and red tericota or nemo fish in the blue orange taracota might be a story telling ability there might be fun to explore,False,False,True
so excited that i graduated high school and i get to take the sat again because i want to transfer,False,False,True
from a home cook perspective a lot of this makes sense seasoning mayo tastes nice and is easy to do which makes up for its short shelf life the dragon fruit is novel but also tasteless that makes the taste of the official product worrying makes you wonder if everything has just gone off,False,True,False
i had so much going on in my head that i could not concentrate or do anything this music is so calming im having a great time listening to it ,False,False,True
just in case you didnt know bedrock edition has a chance of not having a portal room this makes it really hard for speedrunners to use bedrock because if they get to the strong hold in just 10 minutes it might not even have a portal room,True,False,False
oppo did oneplus so dirty  heart breaks for oneplus fans rip oxygen os and oneplus,True,False,False
343 well its actually smart to carry around doors in case you want to mine underwater and you dont have respiration and aqua affinity on your helmet,False,True,False
theres no comparison between us 7 elevens and the 711 in asia dramatic difference on quality of food and service for ppl who live in the us and want to experience the asia 711s go to hawaii 711s are run by different companies in asia which explains the significant difference as an american i barely go to 711 except if i need a drink food is mostly unedible unless ur drunk high or dont care,True,False,False
im just gonna be real with you if a question says delete the underlined portion as one of the choices 910 times deleting is the best option i never see them put that choice but it doesnt fit,True,False,False
i got a bad feeling about jay doing experiments next thing you know he creates some kinda scp pony,True,False,False
ive never felt like physics is so approachable until watching this video great content,False,False,True
imagine this guy with his personality if he is not rich,True,False,False
no voice,False,True,False
the amount of risk and effort he puts in this videos is insane he is such a legend im not even lying,False,False,True
allu arjun stylish dancer ntr speed dancer ram charan graceful dancer allu arjun and ram charan are cousin brothers,False,True,False
i likes how she is so thoughtful about the fans that dont understand her language so she just made an cc for the other fans to understand what shes saying ,False,False,True
i luv this lofi music it makes a lonely soul like me feel wholesome i feel like flying,False,False,True
hi julian i love your game so far and am obsessed with the art style of it all i am from california with a bachelors degree in english and wanted to see if you needed a writer to develop the world lore or whatever storycampaignquestsdialogue you want to bring into lens island i dont have a portfolio since i am just starting to reach out to developers for my first opportunity to write for someone but would love to connect to maybe write a test piece for you and if you like it then we could look into working together i will write anything and everything for your game free for a full year and will sign an nda to protect your work either way i wish you all the best and thank you for your time logan,False,False,True
never knew i was out of shape until i did this ,True,False,False
bruh i had this on for 18 mins and couldnt sleep my sleep schedule is wack,True,False,False
something you could use the gan 356is for is switch the cores and pieces around with different cubes like the wrm or the x,False,True,False
i love the videos harry just a small correction those insights role is usually that of a data analyst or an insight solution analyst a data scientists role is usually dependent on statistics and applying the right ml models,False,False,True
the aliens in florence just wanted to watch the game and threw out glitter as a celebration they were probably hella disappointed when they canceled the game they were just trying to turn up,True,False,False
jisko fake lagta hai woh like karo,False,True,False
your videos are so cool and your doing an great gob keep it up well done ,False,False,True
amazing nick best analysis on youtube keep up the good work ,False,False,True
red stone is without doubts a star studded action filled thriller movie not seen anything near this in most recent times,False,True,False
im not done listening to the episodebut im already inspired by what this lady is doing however how can i get hold of her and where can one study this life coaching thing thanks bra sbu keep inviting such people in the platform its inspiring for us young people ,False,False,True
my prediction 790 math i will miss 1 question because i either miscounted squares on a graph or multiplied numbers wrong 740 reading writing i will do something stupid 1530 overall,True,False,False
thank you for this video currently applying for a masters in data science and this is great anecdotal support,False,False,True
123 can we just appreciate how he edited the reflection of the board to appear on his glasses,False,True,False
51620,False,True,False
nh4 attacks the queen qe5 or qd5 looses the queen after nf6 game over,False,True,False
decades of we need to cut the education budget created an environment where supplies are now being provided at cost to the teachers larger classes low respect with more flak being thrown their way this year due to bs rhetoric denigration from political grand standers and then pile on top this push for parents wanting to directly interfere in the teachers professional conduct you have caused the great resignation of teachers own up to it and fix your funding priorities,True,False,False
not to mention that the gop stopped caring about actually governing long ago,True,False,False
can we go back to the days where hulk was an angry green monster and not just my dad,False,True,False
odysseus blinds cyclops noman is hurting me noman is hurting me a blindingly good pun,False,True,False
and so i abused my internet fame to get someone much smarter than me to build that exact thing i just described fantastic line ,True,False,False
today was my first day of freshman year thank you cat today was kinda stressful but im excited for the year to come,False,False,True
thank you for your videos matebut all thanks to wtrade inspects who taught me how to make trade and increased my crypto from 25 to 10btc now no one really knows what is going to happen in the market and i know you are only saying what you think will happen based on the past it is yours and my opinion so people should make their own investment choices based on their own research,False,True,False
thank you so much for covering rosalind franklin some of my previous instructors only briefly mention her and they rarely discuss her major contributions to the discovery of the dna structure,False,False,True
137 im turkish but the man speaks so fast that i couldnt understand my native language ,True,False,False
things to respect the length of a blade the height of everything the weight of everything the ability to foresee the future,False,True,False
try and fail but dont fail to try stephen kaggwa,False,True,False
apple has questionable and unethical business practice and model i wont be surprised if this is some sort of internal play to forward their profits,True,False,False
i have a pretty big physics problem that has perplexed me my whole life the closest supermarket from where i live is 500 meters roughly and it takes me 12 minutes to walk there and back at a walking speed of 5 kph 3 mph the problem is it has taken my father 18 years to make this trip and i want to know how this strange phenomenon has occurred,True,False,False
hi im using my parents account,False,True,False
it really is scarier than the real test why because i have to score my test and my parents can see them instantly instead of a big break to emotionally fortify yourself for the scores,True,False,False
chris is so funny and truly the meme lord,False,False,True
i know that women brought us into this world but be honest if that was the case then all women would be doing exactly what their mothers wanted them to be growing up just saying all women can relate to mom guilt,False,True,False
been waiting on this song since mid 2020 man ,False,False,True
it was very hard at the beginning but after relentless struggle i finally finished watching the video,False,True,False
hamko chahiye,False,True,False
i read a book about the battle of berlin and it talked about how those foreign ss units fought to the bitter end since many had no countries to go back to because they have been captured by the allies,True,False,False
que lindos perros ,False,False,True
men should always open the door for women guy without arms nervous sweating,False,True,False
trumps a modern day obstructionist especially about things and issues that can convict him,True,False,False
the black guy was the truest one i dont fucking know im just trying to get some money ,True,False,False
soup messing with british people is top tier content ,False,True,False
any of us would get months in jail for drunkenly crashing and injuring someone,True,False,False
technically ramp buggy isnt suppose to be used as an offroad vehicle it is a street vehicle thats classified as offroad because its pretty much a buggy with a ramp on its hood to windshield,True,False,False
yes for your sponsor grover if you keep renting a product until you reach its retail price you can keep it forever for a symbolic dollar or if you fall in love with an item before that you can also pay it off at any point so the only issue i find with that is why must we have to pay retail for a refurbished or used item,False,True,False
more literaturethemed school of life videos please i can suggest writers if you like,False,False,True
i am 50 years old working in the high tech industry mentally tired and sick of the weekly 8 to 5 routine never got a proper day off even through the pandemic hats off to the millenials and genz that think differently and put more weight on living rather than just working,True,False,False
this is just overreach by my political opponents charles manson,True,False,False
elaina 333 thanks you very much ,False,False,True
khan sir is not only an educatorhe is an emotion of millions,False,False,True
me actually pausing the video to go get a cup of warm tea xd,False,False,True
listened to this when i was really stressed this helped to calm my soul and mind love it thank you 3,False,False,True
you cant help someone who refuses to help themselves,True,False,False
major sahab to major saab h unka koi muqabla nhi we want his more sigma rules,False,True,False
im thinking about getting into a computer career this is my first time hearing like different titles about working on computers thank you so much for sharing this video i just need to find the right title that will fit me with dealing with computers because i like working all computers,False,False,True
jane sounds like the kind of person you dont want to have a conversation with everything would be turned into race ,True,False,False
pierre changed his whole production style too many people copying his beats,True,False,False
